region_id,case_id,optimization,source_type,input_count,output_count,structural_coverage,simulation_coverage,boolean_difference_coverage,formal_dependency_coverage,dependency_density,row_density_mean,column_density_mean,lower_triangularity,upper_triangularity,diagonal_concentration,bandwidth,minimum_dependency_slope,maximum_dependency_slope,carry_progression_score,multiplier_diagonal_score,operand_symmetry_score,output_prefix_dependency_score,selectivity_change_score,single_output_control_score,high_bit_priority_score,locality_score,regularity_score,simulation_evidence_level,boolean_difference_evidence_level,pattern_count,seed,runtime_seconds,schema_version
arithmetic_constant_multiply_w4__identity__whole_output_cone,arithmetic_constant_multiply_w4,identity,whole_output_cone,4,6,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.750000,0.500000,0.250000,0.600000,0.000000,5.000000,0.525000,0.750000,1.000000,0.750000,0.000000,0.000000,1.000000,0.400000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.003856,semantic_dependency_v1
arithmetic_constant_multiply_w4__refactor__whole_output_cone,arithmetic_constant_multiply_w4,refactor,whole_output_cone,4,6,1.000000,1.000000,1.000000,0.000000,0.750000,0.750000,0.750000,1.000000,0.333333,0.333333,0.600000,1.000000,5.000000,0.700000,0.500000,0.666667,1.000000,0.750000,0.000000,1.000000,0.400000,0.250000,sampled_estimate,formal_exhaustive,128,41,0.004959,semantic_dependency_v1
arithmetic_constant_multiply_w4__resub__whole_output_cone,arithmetic_constant_multiply_w4,resub,whole_output_cone,4,6,1.000000,1.000000,1.000000,0.000000,0.750000,0.750000,0.750000,1.000000,0.333333,0.333333,0.600000,1.000000,5.000000,0.700000,0.500000,0.666667,1.000000,0.750000,0.000000,1.000000,0.400000,0.250000,sampled_estimate,formal_exhaustive,128,41,0.005142,semantic_dependency_v1
arithmetic_constant_multiply_w4__resyn__whole_output_cone,arithmetic_constant_multiply_w4,resyn,whole_output_cone,4,6,1.000000,1.000000,1.000000,0.000000,0.750000,0.750000,0.750000,1.000000,0.333333,0.333333,0.600000,1.000000,5.000000,0.700000,0.500000,0.666667,1.000000,0.750000,0.000000,1.000000,0.400000,0.250000,sampled_estimate,formal_exhaustive,128,41,0.004044,semantic_dependency_v1
arithmetic_constant_multiply_w4__resyn2__whole_output_cone,arithmetic_constant_multiply_w4,resyn2,whole_output_cone,4,6,1.000000,1.000000,1.000000,0.000000,0.750000,0.750000,0.750000,1.000000,0.333333,0.333333,0.600000,1.000000,5.000000,0.700000,0.500000,0.666667,1.000000,0.750000,0.000000,1.000000,0.400000,0.250000,sampled_estimate,formal_exhaustive,128,41,0.003884,semantic_dependency_v1
arithmetic_constant_multiply_w4__rewrite__whole_output_cone,arithmetic_constant_multiply_w4,rewrite,whole_output_cone,4,6,1.000000,1.000000,1.000000,0.000000,0.750000,0.750000,0.750000,1.000000,0.333333,0.333333,0.600000,1.000000,5.000000,0.700000,0.500000,0.666667,1.000000,0.750000,0.000000,1.000000,0.400000,0.250000,sampled_estimate,formal_exhaustive,128,41,0.004230,semantic_dependency_v1
arithmetic_constant_multiply_w6__identity__ground_truth_region,arithmetic_constant_multiply_w6,identity,ground_truth_region,6,8,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.687500,0.479167,0.166667,0.714286,0.000000,7.000000,0.441964,0.833333,1.000000,0.687500,0.000000,0.000000,1.000000,0.285714,1.000000,sampled_estimate,formal_exhaustive,128,41,0.045157,semantic_dependency_v1
arithmetic_constant_multiply_w6__identity__whole_output_cone,arithmetic_constant_multiply_w6,identity,whole_output_cone,6,8,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.687500,0.479167,0.166667,0.714286,0.000000,7.000000,0.441964,0.833333,1.000000,0.687500,0.000000,0.000000,1.000000,0.285714,1.000000,sampled_estimate,formal_exhaustive,128,41,0.044481,semantic_dependency_v1
arithmetic_constant_multiply_w8__identity__ground_truth_region,arithmetic_constant_multiply_w8,identity,ground_truth_region,8,10,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.650000,0.475000,0.125000,0.777778,0.000000,9.000000,0.397222,0.875000,1.000000,0.650000,0.000000,0.000000,1.000000,0.222222,1.000000,sampled_estimate,formal_exhaustive,128,41,0.435136,semantic_dependency_v1
arithmetic_constant_multiply_w8__identity__whole_output_cone,arithmetic_constant_multiply_w8,identity,whole_output_cone,8,10,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.650000,0.475000,0.125000,0.777778,0.000000,9.000000,0.397222,0.875000,1.000000,0.650000,0.000000,0.000000,1.000000,0.222222,1.000000,sampled_estimate,formal_exhaustive,128,41,0.430153,semantic_dependency_v1
arithmetic_full_multiply_w2__balance__whole_output_cone,arithmetic_full_multiply_w2,balance,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.875000,0.875000,0.875000,0.714286,0.571429,0.285714,1.000000,0.000000,3.000000,0.357143,0.625000,0.750000,0.714286,0.500000,0.000000,1.000000,0.000000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.002501,semantic_dependency_v1
arithmetic_full_multiply_w2__compress2rs__whole_output_cone,arithmetic_full_multiply_w2,compress2rs,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.875000,0.875000,0.875000,0.714286,0.571429,0.285714,1.000000,0.000000,3.000000,0.357143,0.625000,0.750000,0.714286,0.500000,0.000000,1.000000,0.000000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001423,semantic_dependency_v1
arithmetic_full_multiply_w2__dc2__whole_output_cone,arithmetic_full_multiply_w2,dc2,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.875000,0.875000,0.875000,0.714286,0.571429,0.285714,1.000000,0.000000,3.000000,0.357143,0.625000,0.750000,0.714286,0.500000,0.000000,1.000000,0.000000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001399,semantic_dependency_v1
arithmetic_full_multiply_w2__identity__ground_truth_region,arithmetic_full_multiply_w2,identity,ground_truth_region,4,4,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.625000,0.625000,0.250000,1.000000,0.000000,3.000000,0.312500,0.750000,1.000000,0.625000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.001458,semantic_dependency_v1
arithmetic_full_multiply_w2__identity__whole_output_cone,arithmetic_full_multiply_w2,identity,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.625000,0.625000,0.250000,1.000000,0.000000,3.000000,0.312500,0.750000,1.000000,0.625000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.001432,semantic_dependency_v1
arithmetic_full_multiply_w2__refactor__whole_output_cone,arithmetic_full_multiply_w2,refactor,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.875000,0.875000,0.875000,0.714286,0.571429,0.285714,1.000000,0.000000,3.000000,0.357143,0.625000,0.750000,0.714286,0.500000,0.000000,1.000000,0.000000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001862,semantic_dependency_v1
arithmetic_full_multiply_w2__resub__whole_output_cone,arithmetic_full_multiply_w2,resub,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.875000,0.875000,0.875000,0.714286,0.571429,0.285714,1.000000,0.000000,3.000000,0.357143,0.625000,0.750000,0.714286,0.500000,0.000000,1.000000,0.000000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.002107,semantic_dependency_v1
arithmetic_full_multiply_w2__resyn__whole_output_cone,arithmetic_full_multiply_w2,resyn,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.875000,0.875000,0.875000,0.714286,0.571429,0.285714,1.000000,0.000000,3.000000,0.357143,0.625000,0.750000,0.714286,0.500000,0.000000,1.000000,0.000000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001451,semantic_dependency_v1
arithmetic_full_multiply_w2__resyn2__whole_output_cone,arithmetic_full_multiply_w2,resyn2,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.875000,0.875000,0.875000,0.714286,0.571429,0.285714,1.000000,0.000000,3.000000,0.357143,0.625000,0.750000,0.714286,0.500000,0.000000,1.000000,0.000000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001369,semantic_dependency_v1
arithmetic_full_multiply_w2__rewrite__whole_output_cone,arithmetic_full_multiply_w2,rewrite,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.875000,0.875000,0.875000,0.714286,0.571429,0.285714,1.000000,0.000000,3.000000,0.357143,0.625000,0.750000,0.714286,0.500000,0.000000,1.000000,0.000000,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001457,semantic_dependency_v1
arithmetic_full_multiply_w3__identity__ground_truth_region,arithmetic_full_multiply_w3,identity,ground_truth_region,6,6,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.583333,0.583333,0.166667,1.000000,0.000000,5.000000,0.291667,0.833333,1.000000,0.583333,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.016504,semantic_dependency_v1
arithmetic_full_multiply_w3__identity__whole_output_cone,arithmetic_full_multiply_w3,identity,whole_output_cone,6,6,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.583333,0.583333,0.166667,1.000000,0.000000,5.000000,0.291667,0.833333,1.000000,0.583333,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.016406,semantic_dependency_v1
arithmetic_full_multiply_w4__identity__ground_truth_region,arithmetic_full_multiply_w4,identity,ground_truth_region,8,8,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.562500,0.562500,0.125000,1.000000,0.000000,7.000000,0.281250,0.875000,1.000000,0.562500,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.196340,semantic_dependency_v1
arithmetic_full_multiply_w4__identity__whole_output_cone,arithmetic_full_multiply_w4,identity,whole_output_cone,8,8,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.562500,0.562500,0.125000,1.000000,0.000000,7.000000,0.281250,0.875000,1.000000,0.562500,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.193174,semantic_dependency_v1
arithmetic_mixed_width_add_w3__identity__ground_truth_region,arithmetic_mixed_width_add_w3,identity,ground_truth_region,5,4,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,0.700000,0.200000,1.000000,0.000000,3.000000,0.250000,0.800000,1.000000,0.500000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.004479,semantic_dependency_v1
arithmetic_mixed_width_add_w3__identity__whole_output_cone,arithmetic_mixed_width_add_w3,identity,whole_output_cone,5,4,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,0.700000,0.200000,1.000000,0.000000,3.000000,0.250000,0.800000,1.000000,0.500000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.004370,semantic_dependency_v1
arithmetic_mixed_width_add_w4__identity__ground_truth_region,arithmetic_mixed_width_add_w4,identity,ground_truth_region,7,5,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.428571,0.714286,0.142857,1.000000,0.000000,4.000000,0.214286,0.857143,1.000000,0.428571,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.043881,semantic_dependency_v1
arithmetic_mixed_width_add_w4__identity__whole_output_cone,arithmetic_mixed_width_add_w4,identity,whole_output_cone,7,5,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.428571,0.714286,0.142857,1.000000,0.000000,4.000000,0.214286,0.857143,1.000000,0.428571,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.044035,semantic_dependency_v1
arithmetic_multiply_accumulate_w2__identity__ground_truth_region,arithmetic_multiply_accumulate_w2,identity,ground_truth_region,8,5,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.375000,0.750000,0.125000,1.000000,0.000000,4.000000,0.187500,0.875000,1.000000,0.375000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.102580,semantic_dependency_v1
arithmetic_multiply_accumulate_w2__identity__whole_output_cone,arithmetic_multiply_accumulate_w2,identity,whole_output_cone,8,5,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.375000,0.750000,0.125000,1.000000,0.000000,4.000000,0.187500,0.875000,1.000000,0.375000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.102422,semantic_dependency_v1
arithmetic_reversed_sub_w2__balance__whole_output_cone,arithmetic_reversed_sub_w2,balance,whole_output_cone,4,3,1.000000,1.000000,1.000000,0.000000,0.833333,0.833333,0.833333,0.600000,0.700000,0.300000,0.666667,0.000000,2.000000,0.400000,0.583333,0.666667,0.600000,0.500000,0.000000,1.000000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.002486,semantic_dependency_v1
arithmetic_reversed_sub_w2__compress2rs__whole_output_cone,arithmetic_reversed_sub_w2,compress2rs,whole_output_cone,4,3,1.000000,1.000000,1.000000,0.000000,0.833333,0.833333,0.833333,0.600000,0.700000,0.300000,0.666667,0.000000,2.000000,0.400000,0.583333,0.666667,0.600000,0.500000,0.000000,1.000000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001352,semantic_dependency_v1
arithmetic_reversed_sub_w2__dc2__whole_output_cone,arithmetic_reversed_sub_w2,dc2,whole_output_cone,4,3,1.000000,1.000000,1.000000,0.000000,0.833333,0.833333,0.833333,0.600000,0.700000,0.300000,0.666667,0.000000,2.000000,0.400000,0.583333,0.666667,0.600000,0.500000,0.000000,1.000000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001354,semantic_dependency_v1
arithmetic_reversed_sub_w2__identity__ground_truth_region,arithmetic_reversed_sub_w2,identity,ground_truth_region,4,3,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,0.750000,0.250000,1.000000,0.000000,2.000000,0.250000,0.750000,1.000000,0.500000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.001317,semantic_dependency_v1
arithmetic_reversed_sub_w2__identity__whole_output_cone,arithmetic_reversed_sub_w2,identity,whole_output_cone,4,3,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.500000,0.750000,0.250000,1.000000,0.000000,2.000000,0.250000,0.750000,1.000000,0.500000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.001303,semantic_dependency_v1
arithmetic_reversed_sub_w2__refactor__whole_output_cone,arithmetic_reversed_sub_w2,refactor,whole_output_cone,4,3,1.000000,1.000000,1.000000,0.000000,0.833333,0.833333,0.833333,0.600000,0.700000,0.300000,0.666667,0.000000,2.000000,0.400000,0.583333,0.666667,0.600000,0.500000,0.000000,1.000000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001949,semantic_dependency_v1
arithmetic_reversed_sub_w2__resub__whole_output_cone,arithmetic_reversed_sub_w2,resub,whole_output_cone,4,3,1.000000,1.000000,1.000000,0.000000,0.833333,0.833333,0.833333,0.600000,0.700000,0.300000,0.666667,0.000000,2.000000,0.400000,0.583333,0.666667,0.600000,0.500000,0.000000,1.000000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.002045,semantic_dependency_v1
arithmetic_reversed_sub_w2__resyn__whole_output_cone,arithmetic_reversed_sub_w2,resyn,whole_output_cone,4,3,1.000000,1.000000,1.000000,0.000000,0.833333,0.833333,0.833333,0.600000,0.700000,0.300000,0.666667,0.000000,2.000000,0.400000,0.583333,0.666667,0.600000,0.500000,0.000000,1.000000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001368,semantic_dependency_v1
arithmetic_reversed_sub_w2__resyn2__whole_output_cone,arithmetic_reversed_sub_w2,resyn2,whole_output_cone,4,3,1.000000,1.000000,1.000000,0.000000,0.833333,0.833333,0.833333,0.600000,0.700000,0.300000,0.666667,0.000000,2.000000,0.400000,0.583333,0.666667,0.600000,0.500000,0.000000,1.000000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001336,semantic_dependency_v1
arithmetic_reversed_sub_w2__rewrite__whole_output_cone,arithmetic_reversed_sub_w2,rewrite,whole_output_cone,4,3,1.000000,1.000000,1.000000,0.000000,0.833333,0.833333,0.833333,0.600000,0.700000,0.300000,0.666667,0.000000,2.000000,0.400000,0.583333,0.666667,0.600000,0.500000,0.000000,1.000000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001351,semantic_dependency_v1
arithmetic_reversed_sub_w3__identity__ground_truth_region,arithmetic_reversed_sub_w3,identity,ground_truth_region,6,4,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.416667,0.750000,0.166667,1.000000,0.000000,3.000000,0.208333,0.833333,1.000000,0.416667,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.012505,semantic_dependency_v1
arithmetic_reversed_sub_w3__identity__whole_output_cone,arithmetic_reversed_sub_w3,identity,whole_output_cone,6,4,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.416667,0.750000,0.166667,1.000000,0.000000,3.000000,0.208333,0.833333,1.000000,0.416667,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.012403,semantic_dependency_v1
arithmetic_reversed_sub_w4__identity__ground_truth_region,arithmetic_reversed_sub_w4,identity,ground_truth_region,8,5,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.375000,0.750000,0.125000,1.000000,0.000000,4.000000,0.187500,0.875000,1.000000,0.375000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.118440,semantic_dependency_v1
arithmetic_reversed_sub_w4__identity__whole_output_cone,arithmetic_reversed_sub_w4,identity,whole_output_cone,8,5,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.375000,0.750000,0.125000,1.000000,0.000000,4.000000,0.187500,0.875000,1.000000,0.375000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.118937,semantic_dependency_v1
arithmetic_shifted_add_w2__balance__whole_output_cone,arithmetic_shifted_add_w2,balance,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.562500,0.562500,0.562500,0.777778,0.666667,0.444444,0.666667,0.500000,3.000000,0.518519,0.312500,0.875000,0.777778,0.500000,0.000000,0.750000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001848,semantic_dependency_v1
arithmetic_shifted_add_w2__compress2rs__whole_output_cone,arithmetic_shifted_add_w2,compress2rs,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.562500,0.562500,0.562500,0.777778,0.666667,0.444444,0.666667,0.500000,3.000000,0.518519,0.312500,0.875000,0.777778,0.500000,0.000000,0.750000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001291,semantic_dependency_v1
arithmetic_shifted_add_w2__dc2__whole_output_cone,arithmetic_shifted_add_w2,dc2,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.562500,0.562500,0.562500,0.777778,0.666667,0.444444,0.666667,0.500000,3.000000,0.518519,0.312500,0.875000,0.777778,0.500000,0.000000,0.750000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001258,semantic_dependency_v1
arithmetic_shifted_add_w2__identity__ground_truth_region,arithmetic_shifted_add_w2,identity,ground_truth_region,4,4,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.625000,0.625000,0.250000,1.000000,0.000000,3.000000,0.312500,0.750000,1.000000,0.625000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.001940,semantic_dependency_v1
arithmetic_shifted_add_w2__identity__whole_output_cone,arithmetic_shifted_add_w2,identity,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.625000,0.625000,0.250000,1.000000,0.000000,3.000000,0.312500,0.750000,1.000000,0.625000,0.000000,0.000000,1.000000,0.000000,1.000000,sampled_estimate,formal_exhaustive,128,41,0.001886,semantic_dependency_v1
arithmetic_shifted_add_w2__refactor__whole_output_cone,arithmetic_shifted_add_w2,refactor,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.562500,0.562500,0.562500,0.777778,0.666667,0.444444,0.666667,0.500000,3.000000,0.518519,0.312500,0.875000,0.777778,0.500000,0.000000,0.750000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001456,semantic_dependency_v1
arithmetic_shifted_add_w2__resub__whole_output_cone,arithmetic_shifted_add_w2,resub,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.562500,0.562500,0.562500,0.777778,0.666667,0.444444,0.666667,0.500000,3.000000,0.518519,0.312500,0.875000,0.777778,0.500000,0.000000,0.750000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001724,semantic_dependency_v1
arithmetic_shifted_add_w2__resyn__whole_output_cone,arithmetic_shifted_add_w2,resyn,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.562500,0.562500,0.562500,0.777778,0.666667,0.444444,0.666667,0.500000,3.000000,0.518519,0.312500,0.875000,0.777778,0.500000,0.000000,0.750000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001712,semantic_dependency_v1
arithmetic_shifted_add_w2__resyn2__whole_output_cone,arithmetic_shifted_add_w2,resyn2,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.562500,0.562500,0.562500,0.777778,0.666667,0.444444,0.666667,0.500000,3.000000,0.518519,0.312500,0.875000,0.777778,0.500000,0.000000,0.750000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001266,semantic_dependency_v1
arithmetic_shifted_add_w2__rewrite__whole_output_cone,arithmetic_shifted_add_w2,rewrite,whole_output_cone,4,4,1.000000,1.000000,1.000000,0.000000,0.562500,0.562500,0.562500,0.777778,0.666667,0.444444,0.666667,0.500000,3.000000,0.518519,0.312500,0.875000,0.777778,0.500000,0.000000,0.750000,0.333333,0.500000,sampled_estimate,formal_exhaustive,128,41,0.001716,semantic_dependency_v1
