benchmark,optimization,optimized_node,original_candidate,sat_status,union_support_size,exact_distance,sample_size,seed,sampled_distance,absolute_error,exact_rank,sampled_rank,absolute_rank_delta
external_iscas85_c6288,resub,new_n1478,new_n1479,rejected,6,0.078125,1024,0,0.078125,0.0,9.0,9.0,0.0
external_iscas85_c6288,resub,new_n1478,new_n1479,rejected,6,0.078125,1024,1,0.0771484375,0.0009765625,9.0,10.0,1.0
external_iscas85_c6288,resub,new_n1478,new_n1479,rejected,6,0.078125,1024,2,0.0732421875,0.0048828125,9.0,8.0,1.0
external_iscas85_c6288,resub,new_n1478,new_n1479,rejected,6,0.078125,1024,3,0.060546875,0.017578125,9.0,3.0,6.0
external_iscas85_c6288,resub,new_n1478,new_n1479,rejected,6,0.078125,1024,4,0.064453125,0.013671875,9.0,4.0,5.0
external_iscas85_c6288,resub,new_n1478,new_n1479,rejected,6,0.078125,4096,0,0.079833984375,0.001708984375,9.0,12.0,3.0
external_iscas85_c6288,resub,new_n1478,new_n1479,rejected,6,0.078125,4096,1,0.078369140625,0.000244140625,9.0,10.0,1.0
external_iscas85_c6288,resub,new_n1478,new_n1479,rejected,6,0.078125,4096,2,0.075439453125,0.002685546875,9.0,6.0,3.0
external_iscas85_c6288,resub,new_n1478,new_n1479,rejected,6,0.078125,4096,3,0.074462890625,0.003662109375,9.0,6.0,3.0
external_iscas85_c6288,resub,new_n1478,new_n1479,rejected,6,0.078125,4096,4,0.073486328125,0.004638671875,9.0,7.0,2.0
external_iscas85_c6288,resub,new_n1478,new_n1479,rejected,6,0.078125,8192,0,0.0777587890625,0.0003662109375,9.0,9.0,0.0
external_iscas85_c6288,resub,new_n1478,new_n1479,rejected,6,0.078125,8192,1,0.0810546875,0.0029296875,9.0,11.0,2.0
external_iscas85_c6288,resub,new_n1478,new_n1479,rejected,6,0.078125,8192,2,0.0777587890625,0.0003662109375,9.0,8.0,1.0
external_iscas85_c6288,resub,new_n1478,new_n1479,rejected,6,0.078125,8192,3,0.0762939453125,0.0018310546875,9.0,7.0,2.0
external_iscas85_c6288,resub,new_n1478,new_n1479,rejected,6,0.078125,8192,4,0.07763671875,0.00048828125,9.0,9.0,0.0
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,128,0,0.109375,0.03125,9.0,10.0,1.0
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,128,1,0.0625,0.015625,9.0,5.0,4.0
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,128,2,0.0625,0.015625,9.0,4.0,5.0
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,128,3,0.046875,0.03125,9.0,4.0,5.0
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,128,4,0.0546875,0.0234375,9.0,2.5,6.5
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,512,0,0.0703125,0.0078125,9.0,7.5,1.5
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,512,1,0.0703125,0.0078125,9.0,8.5,0.5
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,512,2,0.060546875,0.017578125,9.0,5.0,4.0
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,512,3,0.08203125,0.00390625,9.0,10.0,1.0
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,512,4,0.08203125,0.00390625,9.0,9.0,0.0
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,1024,0,0.0869140625,0.0087890625,9.0,11.5,2.5
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,1024,1,0.0849609375,0.0068359375,9.0,12.0,3.0
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,1024,2,0.0849609375,0.0068359375,9.0,11.0,2.0
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,1024,3,0.083984375,0.005859375,9.0,9.0,0.0
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,1024,4,0.0673828125,0.0107421875,9.0,5.5,3.5
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,4096,0,0.07763671875,0.00048828125,9.0,11.0,2.0
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,4096,1,0.07568359375,0.00244140625,9.0,8.0,1.0
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,4096,2,0.077880859375,0.000244140625,9.0,7.0,2.0
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,4096,3,0.080322265625,0.002197265625,9.0,10.0,1.0
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,4096,4,0.08251953125,0.00439453125,9.0,10.0,1.0
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,8192,0,0.0770263671875,0.0010986328125,9.0,8.0,1.0
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,8192,1,0.0777587890625,0.0003662109375,9.0,7.0,2.0
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,8192,2,0.0802001953125,0.0020751953125,9.0,11.0,2.0
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,8192,3,0.0802001953125,0.0020751953125,9.0,9.5,0.5
external_iscas85_c6288,resub,new_n1480,new_n1480,rejected,6,0.078125,8192,4,0.079345703125,0.001220703125,9.0,12.0,3.0
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,128,0,0.0703125,0.0078125,9.0,5.5,3.5
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,128,1,0.046875,0.03125,9.0,2.5,6.5
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,128,2,0.1015625,0.0234375,9.0,12.0,3.0
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,128,3,0.0859375,0.0078125,9.0,10.0,1.0
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,128,4,0.0859375,0.0078125,9.0,8.5,0.5
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,512,0,0.072265625,0.005859375,9.0,9.0,0.0
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,512,1,0.08203125,0.00390625,9.0,11.0,2.0
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,512,2,0.064453125,0.013671875,9.0,6.5,2.5
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,512,3,0.083984375,0.005859375,9.0,11.5,2.5
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,512,4,0.080078125,0.001953125,9.0,8.0,1.0
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,1024,0,0.0830078125,0.0048828125,9.0,10.0,1.0
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,1024,1,0.078125,0.0,9.0,11.0,2.0
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,1024,2,0.0625,0.015625,9.0,5.0,4.0
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,1024,3,0.083984375,0.005859375,9.0,9.0,0.0
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,1024,4,0.0751953125,0.0029296875,9.0,10.0,1.0
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,4096,0,0.0732421875,0.0048828125,9.0,8.0,1.0
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,4096,1,0.078369140625,0.000244140625,9.0,10.0,1.0
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,4096,2,0.081787109375,0.003662109375,9.0,10.0,1.0
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,4096,3,0.08544921875,0.00732421875,9.0,12.0,3.0
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,4096,4,0.075439453125,0.002685546875,9.0,8.0,1.0
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,8192,0,0.082275390625,0.004150390625,9.0,12.0,3.0
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,8192,1,0.0821533203125,0.0040283203125,9.0,12.0,3.0
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,8192,2,0.073486328125,0.004638671875,9.0,6.0,3.0
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,8192,3,0.0802001953125,0.0020751953125,9.0,9.5,0.5
external_iscas85_c6288,resub,new_n1609,new_n1610,rejected,7,0.078125,8192,4,0.0745849609375,0.0035400390625,9.0,6.0,3.0
