result_id,benchmark,design_family,split,boundary_id,trajectory_id,checkpoint_id,checkpoint_index,pass_name,method,oracle_mode,recovery_level,recovered,semantic_proof_status,decomposition_status,solver_result,counterexample_available,counterexample_reproduced,runtime_s,timeout,failure_reason,deterministic_seed,schema_version
full_adder_carry__b0__heldout__full_adder__rewrite_then_balance__cp003_balance_1__functional_decomposition__oracle_window,full_adder,repository_real_hand_written,heldout,full_adder_carry__b0,heldout__full_adder__rewrite_then_balance,heldout__full_adder__rewrite_then_balance__cp003_balance_1,3,balance,functional_decomposition,oracle_window,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000963,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp000_source__functional_decomposition__oracle_divisor,full_adder,repository_real_hand_written,heldout,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp000_source,0,source,functional_decomposition,oracle_divisor,R5_oracle_divisor_compact_decomposition,true,decomposable,decomposable,unsat,false,true,0.001113,false,,0,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp000_source__functional_decomposition__oracle_divisor_support,full_adder,repository_real_hand_written,heldout,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp000_source,0,source,functional_decomposition,oracle_divisor_support,R6_oracle_divisor_support_decomposition,true,decomposable,decomposable,unsat,false,true,0.001116,false,,0,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp000_source__functional_decomposition__oracle_window,full_adder,repository_real_hand_written,heldout,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp000_source,0,source,functional_decomposition,oracle_window,R7_oracle_window_decomposition,true,decomposable,decomposable,unsat,false,true,0.001106,false,,0,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp001_strash_1__functional_decomposition__oracle_divisor,full_adder,repository_real_hand_written,heldout,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp001_strash_1,1,strash,functional_decomposition,oracle_divisor,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000978,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp001_strash_1__functional_decomposition__oracle_divisor_support,full_adder,repository_real_hand_written,heldout,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp001_strash_1,1,strash,functional_decomposition,oracle_divisor_support,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000969,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp001_strash_1__functional_decomposition__oracle_window,full_adder,repository_real_hand_written,heldout,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp001_strash_1,1,strash,functional_decomposition,oracle_window,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000962,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp002_refactor_1__functional_decomposition__oracle_divisor,full_adder,repository_real_hand_written,heldout,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp002_refactor_1,2,refactor,functional_decomposition,oracle_divisor,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000914,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp002_refactor_1__functional_decomposition__oracle_divisor_support,full_adder,repository_real_hand_written,heldout,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp002_refactor_1,2,refactor,functional_decomposition,oracle_divisor_support,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000919,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp002_refactor_1__functional_decomposition__oracle_window,full_adder,repository_real_hand_written,heldout,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp002_refactor_1,2,refactor,functional_decomposition,oracle_window,R8_non_local_global_factorisation,false,decomposable,decomposable,unsat,false,true,0.000910,false,only_non_local_decomposition_established,0,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp003_dc2_1__functional_decomposition__oracle_divisor,full_adder,repository_real_hand_written,heldout,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp003_dc2_1,3,dc2,functional_decomposition,oracle_divisor,R5_oracle_divisor_compact_decomposition,true,decomposable,decomposable,unsat,false,true,0.001479,false,,0,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp003_dc2_1__functional_decomposition__oracle_divisor_support,full_adder,repository_real_hand_written,heldout,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp003_dc2_1,3,dc2,functional_decomposition,oracle_divisor_support,R6_oracle_divisor_support_decomposition,true,decomposable,decomposable,unsat,false,true,0.001468,false,,0,semantic_recoverability_frontier_v1
full_adder_carry__b0__heldout__full_adder__refactor_dc2__cp003_dc2_1__functional_decomposition__oracle_window,full_adder,repository_real_hand_written,heldout,full_adder_carry__b0,heldout__full_adder__refactor_dc2,heldout__full_adder__refactor_dc2__cp003_dc2_1,3,dc2,functional_decomposition,oracle_window,R7_oracle_window_decomposition,true,decomposable,decomposable,unsat,false,true,0.001451,false,,0,semantic_recoverability_frontier_v1
